epochs,max_val_accuracy,min_val_loss,test_accuracy,learning_rate,beta_1,beta_2,epsilon,rho
1000.0,0.9345714449882508,0.2089859098196029,0.926900029182434,0.0009665770490416,,,,0.8577853587488521
2000.0,0.9355714321136476,0.2077563256025314,0.926900029182434,0.0009665770490416,,,,0.8577853587488521
2100.0,0.931857168674469,0.2103639096021652,0.9279000163078308,0.0009665770490416,,,,0.8577853587488521
2200.0,0.9331428408622742,0.205424278974533,0.9280999898910522,0.0009665770490416,,,,0.8577853587488521
2300.0,0.9327142834663392,0.2106607109308242,0.9258999824523926,0.0009665770490416,,,,0.8577853587488521
2400.0,0.9337142705917358,0.2092350572347641,0.9289000034332277,0.0009665770490416,,,,0.8577853587488521
2500.0,0.9347142577171326,0.2072708904743194,0.9280999898910522,0.0009665770490416,,,,0.8577853587488521
2600.0,0.9325714111328124,0.2079724073410034,0.926699995994568,0.0009665770490416,,,,0.8577853587488521
2700.0,0.9325714111328124,0.2061482071876526,0.926900029182434,0.0009665770490416,,,,0.8577853587488521
2800.0,0.9337142705917358,0.206914484500885,0.9264000058174132,0.0009665770490416,,,,0.8577853587488521
2900.0,0.9338571429252625,0.207108199596405,0.92849999666214,0.0009665770490416,,,,0.8577853587488521
3000.0,0.9319999814033508,0.2098591178655624,0.929099977016449,0.0009665770490416,,,,0.8577853587488521
3100.0,0.9328571557998656,0.2104439884424209,0.9283000230789183,0.0009665770490416,,,,0.8577853587488521
3200.0,0.9341428279876708,0.2066393047571182,0.9283000230789183,0.0009665770490416,,,,0.8577853587488521
3300.0,0.932285726070404,0.2073022276163101,0.9251999855041504,0.0009665770490416,,,,0.8577853587488521
3400.0,0.9347142577171326,0.2033687382936477,0.9269999861717224,0.0009665770490416,,,,0.8577853587488521
3500.0,0.933571457862854,0.2055676281452179,0.9253000020980836,0.0009665770490416,,,,0.8577853587488521
3600.0,0.9341428279876708,0.2084976732730865,0.9247000217437744,0.0009665770490416,,,,0.8577853587488521
3700.0,0.9352856874465942,0.200245052576065,0.9261999726295472,0.0009665770490416,,,,0.8577853587488521
3800.0,0.9324285984039308,0.2092060446739196,0.9277999997138976,0.0009665770490416,,,,0.8577853587488521
