epochs,max_val_accuracy,min_val_loss,test_accuracy,learning_rate,beta_1,beta_2,epsilon
1000.0,0.9334285855293274,0.2095011174678802,0.9293000102043152,0.0012769019343367,0.0735486046886975,0.781617047896626,
2000.0,0.934428572654724,0.2111019641160965,0.9225000143051147,0.0012769019343367,0.0735486046886975,0.781617047896626,
3000.0,0.9338571429252625,0.2093321681022644,0.9279000163078308,0.0012769019343367,0.0735486046886975,0.781617047896626,
4000.0,0.9340000152587892,0.2078915685415268,0.9228000044822692,0.0012769019343367,0.0735486046886975,0.781617047896626,
5000.0,0.9362857341766356,0.2080259174108505,0.92739999294281,0.0012769019343367,0.0735486046886975,0.781617047896626,
6000.0,0.933571457862854,0.2086473256349563,0.92849999666214,0.0012769019343367,0.0735486046886975,0.781617047896626,
7000.0,0.934428572654724,0.2072379738092422,0.9253000020980836,0.0012769019343367,0.0735486046886975,0.781617047896626,
8000.0,0.9341428279876708,0.2124398201704025,0.9258999824523926,0.0012769019343367,0.0735486046886975,0.781617047896626,
9000.0,0.9330000281333924,0.2132868319749832,0.9235000014305116,0.0012769019343367,0.0735486046886975,0.781617047896626,
10000.0,0.9364285469055176,0.2060133218765258,0.9287999868392944,0.0012769019343367,0.0735486046886975,0.781617047896626,
11000.0,0.9352856874465942,0.2121527642011642,0.9294000267982484,0.0012769019343367,0.0735486046886975,0.781617047896626,
12000.0,0.9341428279876708,0.2108410447835922,0.92739999294281,0.0012769019343367,0.0735486046886975,0.781617047896626,
13000.0,0.9340000152587892,0.2121691852807998,0.9258000254631042,0.0012769019343367,0.0735486046886975,0.781617047896626,
14000.0,0.9342857003211976,0.2071000933647155,0.929199993610382,0.0012769019343367,0.0735486046886975,0.781617047896626,
15000.0,0.9341428279876708,0.2098271548748016,0.9276000261306764,0.0012769019343367,0.0735486046886975,0.781617047896626,
16000.0,0.9368571639060974,0.2094306498765945,0.9279000163078308,0.0012769019343367,0.0735486046886975,0.781617047896626,
17000.0,0.9340000152587892,0.2093248963356018,0.926699995994568,0.0012769019343367,0.0735486046886975,0.781617047896626,
18000.0,0.9355714321136476,0.2073483318090438,0.9283000230789183,0.0012769019343367,0.0735486046886975,0.781617047896626,
19000.0,0.9355714321136476,0.2050149142742157,0.9272000193595886,0.0012769019343367,0.0735486046886975,0.781617047896626,
20000.0,0.9350000023841858,0.2117336094379425,0.9301000237464904,0.0012769019343367,0.0735486046886975,0.781617047896626,
21000.0,0.9345714449882508,0.2046095430850982,0.9240000247955322,0.0012769019343367,0.0735486046886975,0.781617047896626,
22000.0,0.9347142577171326,0.2064854949712753,0.9261999726295472,0.0012769019343367,0.0735486046886975,0.781617047896626,
23000.0,0.9338571429252625,0.2073069214820861,0.9271000027656556,0.0012769019343367,0.0735486046886975,0.781617047896626,
24000.0,0.9350000023841858,0.2110382616519928,0.9276999831199646,0.0012769019343367,0.0735486046886975,0.781617047896626,
25000.0,0.9348571300506592,0.2003277391195297,0.92849999666214,0.0012769019343367,0.0735486046886975,0.781617047896626,
26000.0,0.9354285597801208,0.2058269381523132,0.92849999666214,0.0012769019343367,0.0735486046886975,0.781617047896626,
27000.0,0.935714304447174,0.2103773653507232,0.9265000224113464,0.0012769019343367,0.0735486046886975,0.781617047896626,
28000.0,0.9332857131958008,0.2075863927602768,0.925100028514862,0.0012769019343367,0.0735486046886975,0.781617047896626,
29000.0,0.9345714449882508,0.2108127325773239,0.9269999861717224,0.0012769019343367,0.0735486046886975,0.781617047896626,
30000.0,0.933571457862854,0.2095512300729751,0.9243000149726868,0.0012769019343367,0.0735486046886975,0.781617047896626,
