epochs,max_val_accuracy,min_val_loss,test_accuracy,learning_rate,beta_1,beta_2,epsilon,momentum
1000.0,0.8205714225769043,0.6306669116020203,0.8210999965667725,,0.9222590782233158,0.6928509515158905,,
2000.0,0.8220000267028809,0.6230726838111877,0.8141000270843506,,0.9222590782233158,0.6928509515158905,,
3000.0,0.8231428861618042,0.6279587149620056,0.8202000260353088,,0.9222590782233158,0.6928509515158905,,
4000.0,0.8184285759925842,0.6286056637763977,0.8141999840736389,,0.9222590782233158,0.6928509515158905,,
5000.0,0.8195714354515076,0.6283320784568787,0.8192999958992004,,0.9222590782233158,0.6928509515158905,,
6000.0,0.8199999928474426,0.6297661662101746,0.8198999762535095,,0.9222590782233158,0.6928509515158905,,
7000.0,0.8224285840988159,0.628948986530304,0.8217999935150146,,0.9222590782233158,0.6928509515158905,,
8000.0,0.8202857375144958,0.6254562139511108,0.8223999738693237,,0.9222590782233158,0.6928509515158905,,
9000.0,0.8221428394317627,0.6305398941040039,0.8213000297546387,,0.9222590782233158,0.6928509515158905,,
10000.0,0.8217142820358276,0.6394187211990356,0.8144000172615051,,0.9222590782233158,0.6928509515158905,,
11000.0,0.8205714225769043,0.6389946937561035,0.8169000148773193,,0.9222590782233158,0.6928509515158905,,
12000.0,0.8231428861618042,0.6290116906166077,0.819599986076355,,0.9222590782233158,0.6928509515158905,,
13000.0,0.8209999799728394,0.6220448613166809,0.8173999786376953,,0.9222590782233158,0.6928509515158905,,
14000.0,0.8241428732872009,0.6215647459030151,0.8230000138282776,,0.9222590782233158,0.6928509515158905,,
15000.0,0.8209999799728394,0.6294257044792175,0.8181999921798706,,0.9222590782233158,0.6928509515158905,,
16000.0,0.8192856907844543,0.6451399326324463,0.8180000185966492,,0.9222590782233158,0.6928509515158905,,
17000.0,0.8204285502433777,0.6396623849868774,0.8195000290870667,,0.9222590782233158,0.6928509515158905,,
18000.0,0.8238571286201477,0.626953125,0.8198000192642212,,0.9222590782233158,0.6928509515158905,,
19000.0,0.818142831325531,0.6269919276237488,0.8224999904632568,,0.9222590782233158,0.6928509515158905,,
20000.0,0.8214285969734192,0.6250344514846802,0.8179000020027161,,0.9222590782233158,0.6928509515158905,,
21000.0,0.8204285502433777,0.6272330284118652,0.8180000185966492,,0.9222590782233158,0.6928509515158905,,
22000.0,0.821571409702301,0.6416417956352234,0.8198999762535095,,0.9222590782233158,0.6928509515158905,,
23000.0,0.8208571672439575,0.6273680925369263,0.8173999786376953,,0.9222590782233158,0.6928509515158905,,
24000.0,0.8187142610549927,0.6331090927124023,0.8151999711990356,,0.9222590782233158,0.6928509515158905,,
25000.0,0.8184285759925842,0.6352832317352295,0.8188999891281128,,0.9222590782233158,0.6928509515158905,,
26000.0,0.8182857036590576,0.6440420746803284,0.8116000294685364,,0.9222590782233158,0.6928509515158905,,
27000.0,0.8190000057220459,0.6368440985679626,0.8215000033378601,,0.9222590782233158,0.6928509515158905,,
28000.0,0.8145714402198792,0.632166862487793,0.820900022983551,,0.9222590782233158,0.6928509515158905,,
29000.0,0.8187142610549927,0.6335070729255676,0.8151000142097473,,0.9222590782233158,0.6928509515158905,,
30000.0,0.8192856907844543,0.6373684406280518,0.8145999908447266,,0.9222590782233158,0.6928509515158905,,
