epochs,max_val_accuracy,min_val_loss,test_accuracy,learning_rate,beta_1,beta_2,epsilon,rho
1000.0,0.8091428279876709,0.664955735206604,0.8090000152587891,0.0008515837876186,,,,0.6481252504424939
2000.0,0.8122857213020325,0.6712225675582886,0.8109999895095825,0.0008515837876186,,,,0.6481252504424939
3000.0,0.8074285984039307,0.6823012828826904,0.8066999912261963,0.0008515837876186,,,,0.6481252504424939
4000.0,0.8128571510314941,0.6591771841049194,0.8102999925613403,0.0008515837876186,,,,0.6481252504424939
5000.0,0.8142856955528259,0.6607269644737244,0.8072999715805054,0.0008515837876186,,,,0.6481252504424939
6000.0,0.8127142786979675,0.6699715256690979,0.8120999932289124,0.0008515837876186,,,,0.6481252504424939
7000.0,0.8094285726547241,0.6854597330093384,0.8061000108718872,0.0008515837876186,,,,0.6481252504424939
8000.0,0.8121428489685059,0.6678957939147949,0.8062999844551086,0.0008515837876186,,,,0.6481252504424939
9000.0,0.8075714111328125,0.6551820039749146,0.8055999875068665,0.0008515837876186,,,,0.6481252504424939
10000.0,0.8061428666114807,0.6399153470993042,0.7946000099182129,0.0008515837876186,,,,0.6481252504424939
11000.0,0.8105714321136475,0.6873977184295654,0.8083999752998352,0.0008515837876186,,,,0.6481252504424939
12000.0,0.8091428279876709,0.6837279796600342,0.8047999739646912,0.0008515837876186,,,,0.6481252504424939
13000.0,0.8137142658233643,0.6738981008529663,0.8058000206947327,0.0008515837876186,,,,0.6481252504424939
14000.0,0.8062857389450073,0.6915569305419922,0.8019999861717224,0.0008515837876186,,,,0.6481252504424939
15000.0,0.8134285807609558,0.6682727336883545,0.8097000122070312,0.0008515837876186,,,,0.6481252504424939
16000.0,0.8074285984039307,0.6813545823097229,0.8022000193595886,0.0008515837876186,,,,0.6481252504424939
17000.0,0.8104285597801208,0.6815745830535889,0.805899977684021,0.0008515837876186,,,,0.6481252504424939
18000.0,0.8087142705917358,0.6848893761634827,0.8094000220298767,0.0008515837876186,,,,0.6481252504424939
19000.0,0.8090000152587891,0.6580760478973389,0.7979999780654907,0.0008515837876186,,,,0.6481252504424939
20000.0,0.8082857131958008,0.6493112444877625,0.8120999932289124,0.0008515837876186,,,,0.6481252504424939
21000.0,0.8050000071525574,0.6911535859107971,0.8080999851226807,0.0008515837876186,,,,0.6481252504424939
22000.0,0.8090000152587891,0.6899631023406982,0.807699978351593,0.0008515837876186,,,,0.6481252504424939
23000.0,0.8148571252822876,0.6602911353111267,0.8065999746322632,0.0008515837876186,,,,0.6481252504424939
24000.0,0.8081428408622742,0.6638979911804199,0.8047000169754028,0.0008515837876186,,,,0.6481252504424939
25000.0,0.8107143044471741,0.6769350171089172,0.8080999851226807,0.0008515837876186,,,,0.6481252504424939
26000.0,0.806857168674469,0.6816861033439636,0.7961000204086304,0.0008515837876186,,,,0.6481252504424939
27000.0,0.8105714321136475,0.6576625108718872,0.8141999840736389,0.0008515837876186,,,,0.6481252504424939
28000.0,0.8078571557998657,0.6597871780395508,0.804099977016449,0.0008515837876186,,,,0.6481252504424939
29000.0,0.8067142963409424,0.6698367595672607,0.8090000152587891,0.0008515837876186,,,,0.6481252504424939
30000.0,0.8115714192390442,0.6881030201911926,0.8090000152587891,0.0008515837876186,,,,0.6481252504424939
