epochs,max_val_accuracy,min_val_loss,test_accuracy
,0.8009999990463257,0.6424875259399414,0.7936999797821045
,0.8067142963409424,0.7517684698104858,0.79830002784729
,0.8105714321136475,0.8059319853782654,0.800000011920929
,0.8131428360939026,0.8354214429855347,0.8026999831199646
,0.8131428360939026,0.8482944965362549,0.8076000213623047
,0.816428542137146,0.8845197558403015,0.8070999979972839
,0.8161428570747375,0.8952313661575317,0.8094000220298767
,0.8201428651809692,0.9028902649879456,0.8112000226974487
,0.8180000185966492,0.9198858141899108,0.8148000240325928
,0.8191428780555725,0.9096046090126038,0.8148999810218811
,0.8220000267028809,0.9250987768173218,0.8141000270843506
,0.8209999799728394,0.9408172965049744,0.8116999864578247
,0.8220000267028809,0.9398543238639832,0.8130999803543091
,0.8240000009536743,0.9428858757019044,0.8151999711990356
,0.823285698890686,0.9567168951034546,0.8163999915122986
,0.8221428394317627,0.9375525116920472,0.8166999816894531
,0.8255714178085327,0.9560537934303284,0.8174999952316284
,0.8255714178085327,0.9512595534324646,0.8155999779701233
,0.8247143030166626,0.9470637440681458,0.8166000247001648
,0.8240000009536743,0.9628143310546876,0.8173999786376953
,0.8278571367263794,0.9482822418212892,0.8162999749183655
,0.8251428604125977,0.9768048524856568,0.8166999816894531
,0.824571430683136,0.9907398223876952,0.8176000118255615
,0.8237142562866211,0.9969757199287416,0.8131999969482422
,0.8259999752044678,0.985619843006134,0.8177000284194946
,0.8274285793304443,0.9917150735855104,0.8145999908447266
,0.8271428346633911,0.9908563494682312,0.8177000284194946
,0.8261428475379944,0.968026876449585,0.8167999982833862
,0.8252857327461243,0.9931092262268066,0.8169999718666077
,0.827571451663971,0.98712557554245,0.8154000043869019
,0.826714277267456,1.0052348375320437,0.8180999755859375
,0.8268571496009827,1.0029287338256836,0.8170999884605408
,0.8277142643928528,0.991835117340088,0.8170999884605408
,0.8295714259147644,1.0049917697906494,0.8144000172615051
,0.8264285922050476,1.0128813982009888,0.8194000124931335
,0.826285719871521,1.0196478366851809,0.8169000148773193
,0.8284285664558411,1.018613338470459,0.8222000002861023
,0.8264285922050476,1.0112833976745603,0.8192999958992004
,0.8268571496009827,1.0257195234298706,0.8194000124931335
,0.8270000219345093,1.0289583206176758,0.8185999989509583
,0.826714277267456,1.029867172241211,0.8216999769210815
,0.8264285922050476,1.0196174383163452,0.8227999806404114
,0.827571451663971,1.0485328435897827,0.8191999793052673
,0.8261428475379944,1.026178956031799,0.8212000131607056
,0.828000009059906,1.02069354057312,0.8202999830245972
,0.8254285454750061,1.0230858325958252,0.8181999921798706
,0.8252857327461243,1.0374990701675415,0.8166999816894531
,0.8271428346633911,1.050093412399292,0.8194000124931335
,0.8271428346633911,1.0320260524749756,0.8216999769210815
,0.8255714178085327,1.0379979610443115,0.8198999762535095
,0.8298571705818176,1.0341660976409912,0.8216000199317932
,0.826714277267456,1.032071590423584,0.820900022983551
,0.8278571367263794,1.0305471420288086,0.8227999806404114
,0.8278571367263794,1.0389665365219116,0.8199999928474426
,0.8271428346633911,1.0497268438339231,0.8238999843597412
,0.8278571367263794,1.0573691129684448,0.823199987411499
,0.8270000219345093,1.0541789531707764,0.8194000124931335
,0.8277142643928528,1.0585473775863647,0.8195000290870667
,0.8281428813934326,1.0456900596618652,0.8205000162124634
,0.8278571367263794,1.0666431188583374,0.8208000063896179
,0.8270000219345093,1.0647594928741455,0.8217999935150146
,0.828000009059906,1.054665207862854,0.8170999884605408
,0.8281428813934326,1.074393630027771,0.8226000070571899
,0.8268571496009827,1.0889159440994265,0.8202000260353088
,0.8282856941223145,1.0675822496414185,0.8194000124931335
,0.8291428685188293,1.069691777229309,0.8194000124931335
,0.8291428685188293,1.0768463611602783,0.8195000290870667
,0.8295714259147644,1.0650893449783323,0.822700023651123
,0.8294285535812378,1.0597461462020874,0.8191999793052673
,0.8304286003112793,1.0634822845458984,0.8213000297546387
,0.831428587436676,1.0567634105682373,0.8202000260353088
,0.8285714387893677,1.0516674518585205,0.8215000033378601
,0.8291428685188293,1.0656359195709229,0.8215000033378601
,0.8294285535812378,1.0737426280975342,0.820900022983551
,0.8307142853736877,1.0716476440429688,0.822700023651123
,0.827571451663971,1.0751173496246338,0.8220000267028809
,0.8284285664558411,1.0746711492538452,0.8223000168800354
,0.8277142643928528,1.0920089483261108,0.8220000267028809
,0.8299999833106995,1.0742111206054688,0.824400007724762
,0.829285740852356,1.0664292573928833,0.8180000185966492
,0.8287143111228943,1.0803126096725464,0.8230999708175659
,0.8289999961853027,1.0896072387695312,0.8208000063896179
,0.827571451663971,1.0769814252853394,0.8216999769210815
,0.8282856941223145,1.0665287971496582,0.8184999823570251
,0.8281428813934326,1.067082762718201,0.8203999996185303
,0.8289999961853027,1.0757317543029783,0.819100022315979
,0.8265714049339294,1.0873134136199951,0.8185999989509583
,0.8264285922050476,1.0821808576583862,0.8206999897956848
,0.8289999961853027,1.086685299873352,0.8209999799728394
,0.829285740852356,1.0818254947662354,0.8180000185966492
,0.828000009059906,1.1074756383895874,0.8238000273704529
,0.8309999704360962,1.093682885169983,0.8162000179290771
,0.8274285793304443,1.084264874458313,0.822700023651123
,0.8308571577072144,1.0584672689437866,0.821399986743927
,0.828000009059906,1.0874472856521606,0.8216999769210815
,0.8272857069969177,1.089052438735962,0.8187000155448914
,0.8285714387893677,1.1015067100524902,0.8205000162124634
,0.8268571496009827,1.0986309051513672,0.8226000070571899
,0.829285740852356,1.0983229875564575,0.8223000168800354
,0.8287143111228943,1.0993597507476809,0.8219000101089478
,0.8278571367263794,1.094065546989441,0.8179000020027161
,0.8278571367263794,1.0928821563720703,0.8228999972343445
,0.8295714259147644,1.0923700332641602,0.8206999897956848
,0.8289999961853027,1.0947954654693604,0.8230999708175659
,0.8285714387893677,1.1129004955291748,0.8224999904632568
,0.8294285535812378,1.1051809787750244,0.8234999775886536
,0.826285719871521,1.1052263975143433,0.822700023651123
,0.8294285535812378,1.1008189916610718,0.8206999897956848
,0.8282856941223145,1.1005704402923584,0.8199999928474426
,0.8288571238517761,1.1146446466445925,0.8237000107765198
,0.828000009059906,1.0947084426879885,0.8219000101089478
,0.8294285535812378,1.1122363805770874,0.8169999718666077
,0.829714298248291,1.0952541828155518,0.8210999965667725
,0.8324285745620728,1.090001940727234,0.8206999897956848
,0.8301428556442261,1.1058541536331177,0.8194000124931335
,0.8288571238517761,1.0870600938796997,0.8201000094413757
,0.8277142643928528,1.0958056449890137,0.8220999836921692
,0.8265714049339294,1.1090376377105713,0.8248000144958496
,0.8284285664558411,1.1045705080032349,0.819599986076355
,0.8305714130401611,1.097759246826172,0.8190000057220459
,0.8288571238517761,1.083024501800537,0.8212000131607056
,0.8291428685188293,1.1103315353393557,0.8212000131607056
,0.8289999961853027,1.1090930700302124,0.8192999958992004
,0.8281428813934326,1.109986424446106,0.8253999948501587
,0.831428587436676,1.1149245500564575,0.8238999843597412
,0.829285740852356,1.1151570081710815,0.8216999769210815
,0.8311428427696228,1.0789469480514526,0.8188999891281128
,0.8295714259147644,1.1056252717971802,0.8217999935150146
,0.829714298248291,1.1253724098205566,0.8191999793052673
,0.828000009059906,1.1210516691207886,0.8199999928474426
,0.828000009059906,1.108703851699829,0.8240000009536743
,0.8289999961853027,1.0870091915130615,0.8213000297546387
,0.8278571367263794,1.1329461336135864,0.8169000148773193
,0.8278571367263794,1.1181379556655884,0.823199987411499
,0.8282856941223145,1.1226963996887207,0.8208000063896179
,0.8288571238517761,1.0909417867660522,0.8216000199317932
,0.8308571577072144,1.1190803050994873,0.8241999745368958
,0.8291428685188293,1.112425446510315,0.8206999897956848
,0.8288571238517761,1.1137824058532717,0.8222000002861023
,0.8289999961853027,1.1146286725997925,0.8172000050544739
,0.8308571577072144,1.111571192741394,0.8203999996185303
,0.8304286003112793,1.09183669090271,0.8199999928474426
,0.8298571705818176,1.1087764501571655,0.8180000185966492
,0.8282856941223145,1.1051431894302368,0.8223999738693237
,0.827571451663971,1.1080299615859983,0.8220000267028809
,0.8295714259147644,1.1069597005844116,0.8224999904632568
,0.828000009059906,1.1302306652069092,0.8202000260353088
,0.8317142724990845,1.1047037839889526,0.820900022983551
,0.8291428685188293,1.1094117164611816,0.8227999806404114
,0.8288571238517761,1.0927388668060305,0.8197000026702881
,0.8282856941223145,1.1225587129592896,0.8185999989509583
,0.8271428346633911,1.0981144905090332,0.8184999823570251
,0.8268571496009827,1.0957900285720823,0.8224999904632568
,0.8282856941223145,1.11004376411438,0.8165000081062317
,0.8272857069969177,1.1049236059188845,0.8205999732017517
,0.8277142643928528,1.1334576606750488,0.8246999979019165
,0.829285740852356,1.1206227540969849,0.8202000260353088
,0.829285740852356,1.125623106956482,0.8245999813079834
,0.8315714001655579,1.1168832778930664,0.8208000063896179
,0.8311428427696228,1.105201244354248,0.8195000290870667
,0.8309999704360962,1.1056971549987793,0.8213000297546387
,0.8322857022285461,1.1057931184768677,0.8220000267028809
,0.8304286003112793,1.101346492767334,0.8215000033378601
,0.8277142643928528,1.1061283349990845,0.8202000260353088
,0.8301428556442261,1.1105880737304688,0.8169000148773193
,0.8299999833106995,1.1017653942108154,0.8180000185966492
,0.8308571577072144,1.1127673387527466,0.8205000162124634
,0.8288571238517761,1.097172737121582,0.8212000131607056
,0.8288571238517761,1.1010640859603882,0.819599986076355
,0.8305714130401611,1.1089210510253906,0.8176000118255615
,0.8334285616874695,1.0856941938400269,0.8192999958992004
,0.8302857279777527,1.1307735443115234,0.8212000131607056
,0.8287143111228943,1.1212575435638428,0.8230000138282776
,0.8288571238517761,1.139306664466858,0.8197000026702881
,0.8318571448326111,1.1133421659469604,0.8208000063896179
,0.831428587436676,1.124133825302124,0.8219000101089478
,0.8309999704360962,1.1227792501449585,0.8212000131607056
,0.8302857279777527,1.1071876287460327,0.8179000020027161
,0.8308571577072144,1.126707673072815,0.8191999793052673
,0.8308571577072144,1.1173876523971558,0.8166000247001648
,0.8311428427696228,1.098119020462036,0.8223999738693237
,0.8315714001655579,1.1112266778945925,0.8191999793052673
,0.8302857279777527,1.1052895784378052,0.8234999775886536
,0.8301428556442261,1.1026691198349,0.815500020980835
,0.8288571238517761,1.118757247924805,0.819599986076355
,0.8291428685188293,1.1413904428482056,0.8184000253677368
,0.8305714130401611,1.1181977987289429,0.8203999996185303
,0.8301428556442261,1.11449933052063,0.8216000199317932
,0.8294285535812378,1.1260021924972534,0.8174999952316284
,0.8305714130401611,1.103099703788757,0.8220999836921692
,0.8302857279777527,1.0865634679794312,0.8217999935150146
,0.8309999704360962,1.1221671104431152,0.8212000131607056
,0.828000009059906,1.1404062509536743,0.8223000168800354
,0.8282856941223145,1.1203845739364624,0.8185999989509583
,0.8278571367263794,1.1167312860488892,0.8222000002861023
,0.8301428556442261,1.1038466691970823,0.8209999799728394
,0.8312857151031494,1.1199712753295898,0.8234999775886536
,0.8318571448326111,1.128428936004639,0.8203999996185303
,0.834857165813446,1.110288381576538,0.8201000094413757
,0.8312857151031494,1.129289984703064,0.8198000192642212
,0.8307142853736877,1.1309820413589478,0.8203999996185303
,0.8298571705818176,1.1395827531814575,0.8192999958992004
,0.8301428556442261,1.099764108657837,0.8174999952316284
,0.8305714130401611,1.1365174055099487,0.8199999928474426
,0.8307142853736877,1.1360338926315308,0.8240000009536743
,0.8309999704360962,1.1131854057312012,0.8198000192642212
,0.8301428556442261,1.1252599954605105,0.8212000131607056
,0.8294285535812378,1.148038029670715,0.8240000009536743
,0.8291428685188293,1.1314325332641602,0.8230000138282776
,0.8281428813934326,1.113890290260315,0.8222000002861023
,0.8294285535812378,1.1373955011367798,0.8210999965667725
,0.8318571448326111,1.1208873987197876,0.8180999755859375
,0.8309999704360962,1.126387119293213,0.821399986743927
,0.8301428556442261,1.117883801460266,0.822700023651123
,0.8284285664558411,1.1468603610992432,0.8152999877929688
,0.828000009059906,1.147668719291687,0.8216999769210815
,0.8304286003112793,1.1600507497787476,0.8201000094413757
,0.8282856941223145,1.1541075706481934,0.8217999935150146
,0.8291428685188293,1.1259211301803589,0.8217999935150146
,0.8302857279777527,1.142276644706726,0.8198999762535095
,0.8299999833106995,1.1051182746887207,0.8213000297546387
,0.8308571577072144,1.1219141483306885,0.822700023651123
,0.8302857279777527,1.125839114189148,0.8223999738693237
,0.8317142724990845,1.1473273038864136,0.8198999762535095
,0.8307142853736877,1.144832968711853,0.8205000162124634
,0.8302857279777527,1.139792799949646,0.8234999775886536
,0.8294285535812378,1.1356416940689087,0.8217999935150146
,0.8308571577072144,1.0912060737609863,0.8198000192642212
,0.8291428685188293,1.1280438899993896,0.8201000094413757
,0.831428587436676,1.130688190460205,0.8201000094413757
,0.8288571238517761,1.142371654510498,0.8180999755859375
,0.8294285535812378,1.1523079872131348,0.8162999749183655
,0.8309999704360962,1.1163126230239868,0.8191999793052673
,0.8321428298950195,1.1215360164642334,0.8223999738693237
,0.8304286003112793,1.1298060417175293,0.8220999836921692
,0.8318571448326111,1.1480292081832886,0.8222000002861023
,0.8320000171661377,1.1348506212234497,0.8263000249862671
,0.831428587436676,1.1538547277450562,0.8181999921798706
,0.829714298248291,1.1245319843292236,0.8208000063896179
,0.8289999961853027,1.1530441045761108,0.8203999996185303
,0.8298571705818176,1.1281675100326538,0.8252000212669373
,0.8309999704360962,1.1290147304534912,0.8184000253677368
,0.8307142853736877,1.1287542581558228,0.8205000162124634
,0.8287143111228943,1.1536455154418943,0.8217999935150146
,0.8289999961853027,1.0996170043945312,0.8269000053405762
,0.8291428685188293,1.151911973953247,0.8217999935150146
,0.8288571238517761,1.1340813636779783,0.820900022983551
