epochs,max_val_accuracy,min_val_loss,test_accuracy,learning_rate,beta_1,beta_2,epsilon,momentum
1000.0,0.937142848968506,0.2068331688642501,0.9279000163078308,0.0999883114942919,,,,0.8671457204528904
2000.0,0.9338571429252625,0.2134538292884826,0.930999994277954,0.0999883114942919,,,,0.8671457204528904
3000.0,0.9337142705917358,0.2106144428253173,0.930299997329712,0.0999883114942919,,,,0.8671457204528904
4000.0,0.935857117176056,0.2156820595264434,0.9277999997138976,0.0999883114942919,,,,0.8671457204528904
5000.0,0.9321428537368774,0.2117699384689331,0.9257000088691713,0.0999883114942919,,,,0.8671457204528904
6000.0,0.9342857003211976,0.2133163213729858,0.927299976348877,0.0999883114942919,,,,0.8671457204528904
7000.0,0.9342857003211976,0.2089981287717819,0.929199993610382,0.0999883114942919,,,,0.8671457204528904
8000.0,0.9338571429252625,0.2107105851173401,0.927299976348877,0.0999883114942919,,,,0.8671457204528904
9000.0,0.932285726070404,0.2116779834032058,0.927299976348877,0.0999883114942919,,,,0.8671457204528904
10000.0,0.9355714321136476,0.2120938897132873,0.9293000102043152,0.0999883114942919,,,,0.8671457204528904
11000.0,0.930571436882019,0.2131536900997162,0.9283999800682068,0.0999883114942919,,,,0.8671457204528904
12000.0,0.9327142834663392,0.2120032757520675,0.92739999294281,0.0999883114942919,,,,0.8671457204528904
13000.0,0.931857168674469,0.2074566334486007,0.9254999756813048,0.0999883114942919,,,,0.8671457204528904
14000.0,0.9350000023841858,0.20955590903759,0.929099977016449,0.0999883114942919,,,,0.8671457204528904
15000.0,0.9351428747177124,0.2075912058353424,0.9307000041007996,0.0999883114942919,,,,0.8671457204528904
16000.0,0.9345714449882508,0.206610158085823,0.9287999868392944,0.0999883114942919,,,,0.8671457204528904
17000.0,0.9348571300506592,0.2134574800729751,0.9289000034332277,0.0999883114942919,,,,0.8671457204528904
18000.0,0.9348571300506592,0.2065584659576416,0.929199993610382,0.0999883114942919,,,,0.8671457204528904
19000.0,0.9347142577171326,0.2137538343667984,0.928600013256073,0.0999883114942919,,,,0.8671457204528904
20000.0,0.9347142577171326,0.2100848704576492,0.9296000003814696,0.0999883114942919,,,,0.8671457204528904
21000.0,0.934428572654724,0.2113221287727356,0.92739999294281,0.0999883114942919,,,,0.8671457204528904
22000.0,0.9352856874465942,0.2117959558963775,0.9258999824523926,0.0999883114942919,,,,0.8671457204528904
23000.0,0.9328571557998656,0.2114355415105819,0.929199993610382,0.0999883114942919,,,,0.8671457204528904
24000.0,0.9355714321136476,0.2110713124275207,0.926800012588501,0.0999883114942919,,,,0.8671457204528904
25000.0,0.933571457862854,0.2127417027950287,0.9290000200271606,0.0999883114942919,,,,0.8671457204528904
26000.0,0.9334285855293274,0.2121917158365249,0.9248999953269958,0.0999883114942919,,,,0.8671457204528904
27000.0,0.9350000023841858,0.2068547904491424,0.92739999294281,0.0999883114942919,,,,0.8671457204528904
28000.0,0.9327142834663392,0.208864077925682,0.9279000163078308,0.0999883114942919,,,,0.8671457204528904
29000.0,0.9342857003211976,0.2097126245498657,0.9294000267982484,0.0999883114942919,,,,0.8671457204528904
30000.0,0.9325714111328124,0.2096939533948898,0.9277999997138976,0.0999883114942919,,,,0.8671457204528904
