   0	-8.597143e-01	-6.581786e-01	3.192170e-01
   1	-8.651429e-01	-5.128571e-01	3.505077e-01
   2	-8.688571e-01	-4.736071e-01	3.780085e-01
   3	-8.705714e-01	-5.403571e-01	3.521100e-01
   4	-8.705714e-01	-4.764286e-01	3.786594e-01
   5	-8.705714e-01	-5.586429e-01	3.559107e-01
   6	-8.762857e-01	-4.756071e-01	3.759532e-01
   7	-8.762857e-01	-4.796071e-01	3.820338e-01
   8	-8.762857e-01	-4.763929e-01	3.756884e-01
   9	-8.762857e-01	-4.763214e-01	3.791526e-01
  10	-8.762857e-01	-4.700000e-01	3.752017e-01
  11	-8.762857e-01	-4.752500e-01	3.767626e-01
  12	-8.762857e-01	-4.757143e-01	3.779874e-01
  13	-8.762857e-01	-4.790714e-01	3.792252e-01
  14	-8.762857e-01	-5.682500e-01	3.630524e-01
  15	-8.762857e-01	-4.735357e-01	3.739508e-01
  16	-8.762857e-01	-4.711429e-01	3.742047e-01
  17	-8.762857e-01	-4.718214e-01	3.738310e-01
  18	-8.762857e-01	-4.770000e-01	3.771483e-01
  19	-8.762857e-01	-5.078214e-01	3.546438e-01
  20	-8.762857e-01	-4.701071e-01	3.846733e-01
  21	-8.762857e-01	-4.720000e-01	3.737168e-01
  22	-8.762857e-01	-4.733929e-01	3.761847e-01
  23	-8.762857e-01	-4.768571e-01	3.770337e-01
  24	-8.762857e-01	-4.697857e-01	3.721504e-01
  25	-8.762857e-01	-4.786786e-01	3.788663e-01
  26	-8.762857e-01	-4.792500e-01	3.794468e-01
  27	-8.762857e-01	-4.773571e-01	3.776349e-01
  28	-8.762857e-01	-4.766786e-01	3.793113e-01
  29	-8.762857e-01	-4.781429e-01	3.783281e-01
  30	-8.762857e-01	-4.788214e-01	3.790761e-01
  31	-8.762857e-01	-4.756072e-01	3.777754e-01
  32	-8.762857e-01	-4.754286e-01	3.757105e-01
  33	-8.762857e-01	-4.792857e-01	3.794093e-01
  34	-8.762857e-01	-4.745714e-01	3.749146e-01
